"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","102-FF-Tumor","107-L4t2-Tumor","116-R4-Tumor","157-R2-Tumor","158-L2-Tumor","167-L2-Tumor","external_gene_name"
"ENSRNOG00000019077",546.315111601554,1.91286448568407,0.364812244524972,5.2434218269588,1.57625609085139e-07,6.21006454524937e-05,1064.18688873227,742.832195733869,783.949123234443,226.000657205027,306.127121567125,154.794683136595,"Lipa"
"ENSRNOG00000005751",21.0342997842305,3.92187533162851,0.75069250624754,5.2243432550468,1.747743035824e-07,6.72173648992024e-05,29.155805170747,37.962418842753,51.4805299819853,4.03572602151833,2.4888383867246,1.08248030165451,"Il36rn"
"ENSRNOG00000006557",264.092801918854,3.76042686867116,0.722097082132782,5.20764722876928,1.91250078761068e-07,7.18433144704077e-05,225.957490073289,1114.2482936008,135.475078899961,45.2001314410053,29.0364478451203,34.6393696529443,"Cyfip2"
"ENSRNOG00000038746",347.420167624338,-3.34014140969604,0.643218358384256,-5.19285770711888,2.07090462397796e-07,7.60257327070816e-05,34.9869662048964,59.5086565643155,92.1230536519737,1124.35326959501,182.51481502647,591.034244703362,"Rps13"
"ENSRNOG00000009388",76.0740809068614,-5.30931156671712,1.02520065345022,-5.17880236307799,2.23314897300139e-07,8.01601230242034e-05,1.45779025853735,3.07803396022322,6.32217034866486,79.1002300217593,15.7626431159224,350.723617736061,"Sptssb"
"ENSRNOG00000011726",76.3854208872361,-2.37300403749565,0.460673700042438,-5.15116021877751,2.58879905095773e-07,9.0906241456783e-05,36.4447564634338,13.3381471609673,25.2886813946595,110.578892989602,146.011852021176,126.650195293578,"Grin1"
"ENSRNOG00000032550",19.574208758735,-7.58472349294483,1.48116392990215,-5.1207859844696,3.04264802212917e-07,0.000104569986173303,0,0,0,37.1286793979687,9.95535354689839,70.3612196075431,NA
"ENSRNOG00000051169",44.562936608949,4.88049276313293,0.954504324913896,5.11311749537981,3.16885055929378e-07,0.000106638423092234,81.6362544780917,166.213833852054,10.8380063119969,4.03572602151833,2.4888383867246,2.16496060330902,"Clnk"
"ENSRNOG00000020369",4652.34975125125,6.93349155592612,1.36131602135102,5.09322702971281,3.52019744143038e-07,0.000116044386268214,393.603369805085,24676.5982591095,2617.37852434725,77.485939613152,72.1763132150133,76.8561014174702,"Igf2"
"ENSRNOG00000006144",59.8130872104635,-4.9957462926717,0.996116111602033,-5.01522486634329,5.297147630006e-07,0.000165747695394674,4.37337077561205,2.05202264014881,4.51583596333205,65.378761548597,14.1034175247727,268.455114810318,"Cntn3"
"ENSRNOG00000006732",69.054076706388,3.55977489738689,0.710426092438097,5.01076035252333,5.42153954777784e-07,0.000165747695394674,263.860036795261,53.3525886438691,65.0280378719815,13.7214684731623,10.7849663424733,7.57736211158156,"Spo11"
"ENSRNOG00000014064",691.848521943959,1.70220144413559,0.339101549755712,5.01973950093077,5.1741598073233e-07,0.000165747695394674,1084.59595235179,893.655859784807,1196.69653028299,382.586826839938,219.017778031765,374.53818437246,"Ctsh"
"ENSRNOG00000037199",17.3944144215318,3.95771971304272,0.789938272132028,5.01016326549278,5.43838782635901e-07,0.000165747695394674,24.782434395135,36.9364075226786,36.1266877066564,1.61429040860733,1.65922559114973,3.24744090496353,"Spink8"
"ENSRNOG00000018870",27.3976344965001,2.82171118846078,0.56457771557439,4.99791456627016,5.79536490901586e-07,0.000173356535880247,45.1914980146579,41.0404528029762,57.8027003306502,8.87859724734033,4.9776767734492,6.49488180992706,"Hapln2"
"ENSRNOG00000004517",162.204047520204,2.74891224070196,0.551759787462684,4.9820815201903,6.29039223669907e-07,0.000184743101453455,422.759174975832,325.245588463587,99.348391193305,34.7072437850577,48.9471549389171,42.2167317645259,"Igf1"
"ENSRNOG00000017093",86.7089911726785,1.65185120111582,0.333511065650689,4.95291272537842,7.3110770729953e-07,0.000210885407071595,137.032284302511,123.121358408929,134.571911707295,37.9358246022723,46.4583165521925,41.1342514628713,"Pxdc1"
"ENSRNOG00000063932",294.504301950923,-1.57462289752354,0.318640884253716,-4.94168506094702,7.74502528661493e-07,0.000219483146411739,163.272508956183,123.121358408929,158.054258716622,347.87958305488,527.633737985615,447.064364583312,NA
"ENSRNOG00000033215",310.109874951575,2.71602628468672,0.552374322223522,4.91700315422639,8.78791362044434e-07,0.000244743394329375,371.736515927025,999.335025752471,243.85514201993,102.507440946566,66.3690236459893,76.8561014174702,"RT1-Db1"
"ENSRNOG00000010362",1534.17413679196,-1.52523507986746,0.312444579435957,-4.88161799004773,1.0521893652443e-06,0.000288068047742224,667.667938410107,676.141459929033,1028.70743244704,2410.13558005075,2512.89715779627,1909.49525211855,"Anxa2"
"ENSRNOG00000001006",105.692652549921,-4.3241830482054,0.895576472344418,-4.82837946477721,1.37648610263761e-06,0.000369405607348766,4.37337077561205,7.18207924052084,18.0633438533282,95.2431341078326,37.332575800869,471.961411521366,"Nptx2"
"ENSRNOG00000066973",390.431937737298,1.91703533657314,0.397254157882707,4.82571496995927,1.39501900874603e-06,0.000369405607348766,845.518349951664,611.502746764346,395.587230387887,129.95037789289,207.403198893716,152.629722533286,"Kctd12"
"ENSRNOG00000012037",570.675836786266,-1.61409810338538,0.334749793620755,-4.82180462585744,1.42265252725841e-06,0.000370646875367824,247.82434395135,306.777384702247,288.110334460585,670.737664776347,1164.77636498711,745.828927839957,"Galnt7"
"ENSRNOG00000012881",246.698582004888,3.24782471720804,0.674049578285446,4.8183766029042,1.44730992638057e-06,0.00037108567048929,956.310409600502,257.528841338676,125.540239780631,50.0430026668273,43.139865369893,47.6291332727984,"Fgl2"
"ENSRNOG00000013593",94.4878274500022,-4.86171882377438,1.00972731662173,-4.81488293298862,1.47286209192755e-06,0.000371736583920401,2.9155805170747,1.02601132007441,14.4506750826625,254.250739355655,18.251481502647,276.0324769219,"Upk3a"
"ENSRNOG00000025691",74.3862926645262,2.86755983448305,0.598898078206036,4.78805983661304,1.68401442488092e-06,0.000418490538540022,223.041909556215,92.3410188066965,77.6723785693112,16.1429040860733,27.3772222539706,9.74232271489058,"Pla2g7"
